1774655523.525098 server started (50238): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1774655523.525152 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jan 19 22:00:10 PST 2026; root:xnu-11417.140.69.708.3~1/RELEASE_X86_64
1774655523.525172 using libevent 2.1.12-stable select
1774655523.525190 using utf8proc 2.11.3
1774655523.525203 using ncurses 6.5 20240427
1774655523.541803 yylex_token: end at WS
1774655523.541808 yylex_token: -r
1774655523.541813 yylex_token: end at WS
1774655523.541818 yylex_token: Down
1774655523.541824 yylex_token: end at WS
1774655523.541829 yylex_token: select-pane
1774655523.541835 yylex_token: end at WS
1774655523.541840 yylex_token: -D
1774655523.541846 cmd_parse_build_commands 0:0: bind
1774655523.541852 cmd_parse_build_commands 0:1: -N
1774655523.541857 cmd_parse_build_commands 0:2: Select the pane below the active pane
1774655523.541862 cmd_parse_build_commands 0:3: -r
1774655523.541867 cmd_parse_build_commands 0:4: Down
1774655523.541873 cmd_parse_build_commands 0:5 0:0: select-pane
1774655523.541878 cmd_parse_build_commands 0:5 0:1: -D
1774655523.541885 cmd_parse_build_commands 0:0: select-pane
1774655523.541891 cmd_parse_build_commands 0:1: -D
1774655523.541898 args_parse_flags: next -D
1774655523.541903 args_parse_flags: -D
1774655523.541908 args_parse: flags end at 2 of 2
1774655523.541916 cmd_parse_build_commands: select-pane -D
1774655523.541921 args_parse_flags: next -N
1774655523.541927 args_parse_flag_argument: -N = Select the pane below the active pane
1774655523.541932 args_parse_flags: next -r
1774655523.541937 args_parse_flags: -r
1774655523.541942 args_parse_flags: next Down
1774655523.541948 args_parse: flags end at 4 of 6
1774655523.541953 args_parse: 4 = Down (type STRING)
1774655523.541960 args_parse: 5 = select-pane -D (type COMMANDS)
1774655523.541973 cmd_parse_build_commands: bind-key -r -N "Select the pane below the active pane" Down { select-pane -D }
1774655523.541981 cmdq_get_command: [bind-key/0x7fea94f0fa70] group 502
1774655523.541987 cmdq_append <global>: [bind-key/0x7fea94f0fa70]
1774655523.541993 yylex_token: end at WS
1774655523.541998 yylex_token: bind
1774655523.542003 yylex_token: end at WS
1774655523.542008 yylex_token: -N
1774655523.542016 yylex_token: end at WS
1774655523.542022 yylex_token: Select the pane to the left of the active pane
1774655523.542027 yylex_token: end at WS
1774655523.542032 yylex_token: -r
1774655523.542038 yylex_token: end at WS
1774655523.542043 yylex_token: Left
1774655523.542049 yylex_token: end at WS
1774655523.542063 yylex_token: select-pane
1774655523.542069 yylex_token: end at WS
1774655523.542074 yylex_token: -L
1774655523.542081 cmd_parse_build_commands 0:0: bind
1774655523.542086 cmd_parse_build_commands 0:1: -N
1774655523.542092 cmd_parse_build_commands 0:2: Select the pane to the left of the active pane
1774655523.542097 cmd_parse_build_commands 0:3: -r
1774655523.542102 cmd_parse_build_commands 0:4: Left
1774655523.542108 cmd_parse_build_commands 0:5 0:0: select-pane
1774655523.542113 cmd_parse_build_commands 0:5 0:1: -L
1774655523.542121 cmd_parse_build_commands 0:0: select-pane
1774655523.542126 cmd_parse_build_commands 0:1: -L
1774655523.542133 args_parse_flags: next -L
1774655523.542139 args_parse_flags: -L
1774655523.542144 args_parse: flags end at 2 of 2
1774655523.542151 cmd_parse_build_commands: select-pane -L
1774655523.542157 args_parse_flags: next -N
1774655523.542163 args_parse_flag_argument: -N = Select the pane to the left of the active pane
1774655523.542168 args_parse_flags: next -r
1774655523.542173 args_parse_flags: -r
1774655523.542178 args_parse_flags: next Left
1774655523.542184 args_parse: flags end at 4 of 6
1774655523.542189 args_parse: 4 = Left (type STRING)
1774655523.542196 args_parse: 5 = select-pane -L (type COMMANDS)
1774655523.542213 cmd_parse_build_commands: bind-key -r -N "Select the pane to the left of the active pane" Left { select-pane -L }
1774655523.542222 cmdq_get_command: [bind-key/0x7fea94f0fdd0] group 510
1774655523.542227 cmdq_append <global>: [bind-key/0x7fea94f0fdd0]
1774655523.542233 yylex_token: end at WS
1774655523.542238 yylex_token: bind
1774655523.542244 yylex_token: end at WS
1774655523.542249 yylex_token: -N
1774655523.542257 yylex_token: end at WS
1774655523.542262 yylex_token: Select the pane to the right of the active pane
1774655523.542267 yylex_token: end at WS
1774655523.542272 yylex_token: -r
1774655523.542278 yylex_token: end at WS
1774655523.542283 yylex_token: Right
1774655523.542289 yylex_token: end at WS
1774655523.542294 yylex_token: select-pane
1774655523.542299 yylex_token: end at WS
1774655523.542304 yylex_token: -R
1774655523.542311 cmd_parse_build_commands 0:0: bind
1774655523.542316 cmd_parse_build_commands 0:1: -N
1774655523.542322 cmd_parse_build_commands 0:2: Select the pane to the right of the active pane
1774655523.542327 cmd_parse_build_commands 0:3: -r
1774655523.542332 cmd_parse_build_commands 0:4: Right
1774655523.542338 cmd_parse_build_commands 0:5 0:0: select-pane
1774655523.542343 cmd_parse_build_commands 0:5 0:1: -R
1774655523.542351 cmd_parse_build_commands 0:0: select-pane
1774655523.542356 cmd_parse_build_commands 0:1: -R
1774655523.542363 args_parse_flags: next -R
1774655523.542368 args_parse_flags: -R
1774655523.542374 args_parse: flags end at 2 of 2
1774655523.542381 cmd_parse_build_commands: select-pane -R
1774655523.542387 args_parse_flags: next -N
1774655523.542392 args_parse_flag_argument: -N = Select the pane to the right of the active pane
1774655523.542397 args_parse_flags: next -r
1774655523.542402 args_parse_flags: -r
1774655523.542408 args_parse_flags: next Right
1774655523.542413 args_parse: flags end at 4 of 6
1774655523.542419 args_parse: 4 = Right (type STRING)
1774655523.542425 args_parse: 5 = select-pane -R (type COMMANDS)
1774655523.542440 cmd_parse_build_commands: bind-key -r -N "Select the pane to the right of the active pane" Right { select-pane -R }
1774655523.542448 cmdq_get_command: [bind-key/0x7fea94f10060] group 518
1774655523.542454 cmdq_append <global>: [bind-key/0x7fea94f10060]
1774655523.542460 yylex_token: end at WS
1774655523.542465 yylex_token: bind
1774655523.542470 yylex_token: end at WS
1774655523.542475 yylex_token: -N
1774655523.542483 yylex_token: end at WS
1774655523.542488 yylex_token: Set the even-horizontal layout
1774655523.542493 yylex_token: end at WS
1774655523.542498 yylex_token: M-1
1774655523.542504 yylex_token: end at WS
1774655523.542510 yylex_token: select-layout
1774655523.542516 yylex_token: end at WS
1774655523.542521 yylex_token: even-horizontal
1774655523.542528 cmd_parse_build_commands 0:0: bind
1774655523.542543 cmd_parse_build_commands 0:1: -N
1774655523.542549 cmd_parse_build_commands 0:2: Set the even-horizontal layout
1774655523.542554 cmd_parse_build_commands 0:3: M-1
1774655523.542560 cmd_parse_build_commands 0:4 0:0: select-layout
1774655523.542565 cmd_parse_build_commands 0:4 0:1: even-horizontal
1774655523.542572 cmd_parse_build_commands 0:0: select-layout
1774655523.542578 cmd_parse_build_commands 0:1: even-horizontal
1774655523.542585 args_parse_flags: next even-horizontal
1774655523.542590 args_parse: flags end at 1 of 2
1774655523.542596 args_parse: 1 = even-horizontal (type STRING)
1774655523.542605 cmd_parse_build_commands: select-layout even-horizontal
1774655523.542610 args_parse_flags: next -N
1774655523.542616 args_parse_flag_argument: -N = Set the even-horizontal layout
1774655523.542621 args_parse_flags: next M-1
1774655523.542626 args_parse: flags end at 3 of 5
1774655523.542631 args_parse: 3 = M-1 (type STRING)
1774655523.542639 args_parse: 4 = select-layout even-horizontal (type COMMANDS)
1774655523.542654 cmd_parse_build_commands: bind-key -N "Set the even-horizontal layout" M-1 { select-layout even-horizontal }
1774655523.542662 cmdq_get_command: [bind-key/0x7fea94f10610] group 526
1774655523.542668 cmdq_append <global>: [bind-key/0x7fea94f10610]
1774655523.542674 yylex_token: end at WS
1774655523.542679 yylex_token: bind
1774655523.542685 yylex_token: end at WS
1774655523.542690 yylex_token: -N
1774655523.542697 yylex_token: end at WS
1774655523.542702 yylex_token: Set the even-vertical layout
1774655523.542708 yylex_token: end at WS
1774655523.542713 yylex_token: M-2
1774655523.542719 yylex_token: end at WS
1774655523.542724 yylex_token: select-layout
1774655523.542730 yylex_token: end at WS
1774655523.542735 yylex_token: even-vertical
1774655523.542741 cmd_parse_build_commands 0:0: bind
1774655523.542747 cmd_parse_build_commands 0:1: -N
1774655523.542752 cmd_parse_build_commands 0:2: Set the even-vertical layout
1774655523.542757 cmd_parse_build_commands 0:3: M-2
1774655523.542763 cmd_parse_build_commands 0:4 0:0: select-layout
1774655523.542768 cmd_parse_build_commands 0:4 0:1: even-vertical
1774655523.542776 cmd_parse_build_commands 0:0: select-layout
1774655523.542781 cmd_parse_build_commands 0:1: even-vertical
1774655523.542788 args_parse_flags: next even-vertical
1774655523.542794 args_parse: flags end at 1 of 2
1774655523.542799 args_parse: 1 = even-vertical (type STRING)
1774655523.542808 cmd_parse_build_commands: select-layout even-vertical
1774655523.542813 args_parse_flags: next -N
1774655523.542819 args_parse_flag_argument: -N = Set the even-vertical layout
1774655523.542824 args_parse_flags: next M-2
1774655523.542830 args_parse: flags end at 3 of 5
1774655523.542835 args_parse: 3 = M-2 (type STRING)
1774655523.542843 args_parse: 4 = select-layout even-vertical (type COMMANDS)
1774655523.542857 cmd_parse_build_commands: bind-key -N "Set the even-vertical layout" M-2 { select-layout even-vertical }
1774655523.542866 cmdq_get_command: [bind-key/0x7fea94f10ac0] group 534
1774655523.542871 cmdq_append <global>: [bind-key/0x7fea94f10ac0]
1774655523.542877 yylex_token: end at WS
1774655523.542882 yylex_token: bind
1774655523.542887 yylex_token: end at WS
1774655523.542893 yylex_token: -N
1774655523.542900 yylex_token: end at WS
1774655523.542905 yylex_token: Set the main-horizontal layout
1774655523.542910 yylex_token: end at WS
1774655523.542915 yylex_token: M-3
1774655523.542922 yylex_token: end at WS
1774655523.542927 yylex_token: select-layout
1774655523.542933 yylex_token: end at WS
1774655523.542938 yylex_token: main-horizontal
1774655523.542945 cmd_parse_build_commands 0:0: bind
1774655523.542950 cmd_parse_build_commands 0:1: -N
1774655523.542956 cmd_parse_build_commands 0:2: Set the main-horizontal layout
1774655523.542961 cmd_parse_build_commands 0:3: M-3
1774655523.542966 cmd_parse_build_commands 0:4 0:0: select-layout
1774655523.542972 cmd_parse_build_commands 0:4 0:1: main-horizontal
1774655523.542979 cmd_parse_build_commands 0:0: select-layout
1774655523.542993 cmd_parse_build_commands 0:1: main-horizontal
1774655523.543001 args_parse_flags: next main-horizontal
1774655523.543006 args_parse: flags end at 1 of 2
1774655523.543012 args_parse: 1 = main-horizontal (type STRING)
1774655523.543020 cmd_parse_build_commands: select-layout main-horizontal
1774655523.543026 args_parse_flags: next -N
1774655523.543031 args_parse_flag_argument: -N = Set the main-horizontal layout
1774655523.543036 args_parse_flags: next M-3
1774655523.543042 args_parse: flags end at 3 of 5
1774655523.543047 args_parse: 3 = M-3 (type STRING)
1774655523.543057 args_parse: 4 = select-layout main-horizontal (type COMMANDS)
1774655523.543071 cmd_parse_build_commands: bind-key -N "Set the main-horizontal layout" M-3 { select-layout main-horizontal }
1774655523.543079 cmdq_get_command: [bind-key/0x7fea94f10eb0] group 542
1774655523.543085 cmdq_append <global>: [bind-key/0x7fea94f10eb0]
1774655523.543090 yylex_token: end at WS
1774655523.543096 yylex_token: bind
1774655523.543101 yylex_token: end at WS
1774655523.543106 yylex_token: -N
1774655523.543113 yylex_token: end at WS
1774655523.543118 yylex_token: Set the main-vertical layout
1774655523.543124 yylex_token: end at WS
1774655523.543129 yylex_token: M-4
1774655523.543135 yylex_token: end at WS
1774655523.543140 yylex_token: select-layout
1774655523.543146 yylex_token: end at WS
1774655523.543151 yylex_token: main-vertical
1774655523.543158 cmd_parse_build_commands 0:0: bind
1774655523.543163 cmd_parse_build_commands 0:1: -N
1774655523.543168 cmd_parse_build_commands 0:2: Set the main-vertical layout
1774655523.543174 cmd_parse_build_commands 0:3: M-4
1774655523.543179 cmd_parse_build_commands 0:4 0:0: select-layout
1774655523.543184 cmd_parse_build_commands 0:4 0:1: main-vertical
1774655523.543192 cmd_parse_build_commands 0:0: select-layout
1774655523.543197 cmd_parse_build_commands 0:1: main-vertical
1774655523.543204 args_parse_flags: next main-vertical
1774655523.543210 args_parse: flags end at 1 of 2
1774655523.543215 args_parse: 1 = main-vertical (type STRING)
1774655523.543223 cmd_parse_build_commands: select-layout main-vertical
1774655523.543229 args_parse_flags: next -N
1774655523.543235 args_parse_flag_argument: -N = Set the main-vertical layout
1774655523.543240 args_parse_flags: next M-4
1774655523.543245 args_parse: flags end at 3 of 5
1774655523.543250 args_parse: 3 = M-4 (type STRING)
1774655523.543258 args_parse: 4 = select-layout main-vertical (type COMMANDS)
1774655523.543272 cmd_parse_build_commands: bind-key -N "Set the main-vertical layout" M-4 { select-layout main-vertical }
1774655523.543280 cmdq_get_command: [bind-key/0x7fea94f11050] group 550
1774655523.543286 cmdq_append <global>: [bind-key/0x7fea94f11050]
1774655523.543292 yylex_token: end at WS
1774655523.543297 yylex_token: bind
1774655523.543302 yylex_token: end at WS
1774655523.543307 yylex_token: -N
1774655523.543314 yylex_token: end at WS
1774655523.543319 yylex_token: Select the tiled layout
1774655523.543325 yylex_token: end at WS
1774655523.543330 yylex_token: M-5
1774655523.543336 yylex_token: end at WS
1774655523.543341 yylex_token: select-layout
1774655523.543347 yylex_token: end at WS
1774655523.543352 yylex_token: tiled
1774655523.543361 cmd_parse_build_commands 0:0: bind
1774655523.543366 cmd_parse_build_commands 0:1: -N
1774655523.543371 cmd_parse_build_commands 0:2: Select the tiled layout
1774655523.543377 cmd_parse_build_commands 0:3: M-5
1774655523.543382 cmd_parse_build_commands 0:4 0:0: select-layout
1774655523.543388 cmd_parse_build_commands 0:4 0:1: tiled
1774655523.543395 cmd_parse_build_commands 0:0: select-layout
1774655523.543400 cmd_parse_build_commands 0:1: tiled
1774655523.543407 args_parse_flags: next tiled
1774655523.543413 args_parse: flags end at 1 of 2
1774655523.543418 args_parse: 1 = tiled (type STRING)
1774655523.543427 cmd_parse_build_commands: select-layout tiled
1774655523.543432 args_parse_flags: next -N
1774655523.543438 args_parse_flag_argument: -N = Select the tiled layout
1774655523.543443 args_parse_flags: next M-5
1774655523.543458 args_parse: flags end at 3 of 5
1774655523.543464 args_parse: 3 = M-5 (type STRING)
1774655523.543471 args_parse: 4 = select-layout tiled (type COMMANDS)
1774655523.543485 cmd_parse_build_commands: bind-key -N "Select the tiled layout" M-5 { select-layout tiled }
1774655523.543494 cmdq_get_command: [bind-key/0x7fea94f117e0] group 558
1774655523.543499 cmdq_append <global>: [bind-key/0x7fea94f117e0]
1774655523.543505 yylex_token: end at WS
1774655523.543510 yylex_token: bind
1774655523.543516 yylex_token: end at WS
1774655523.543521 yylex_token: -N
1774655523.543529 yylex_token: end at WS
1774655523.543534 yylex_token: Set the main-horizontal-mirrored layout
1774655523.543540 yylex_token: end at WS
1774655523.543545 yylex_token: M-6
1774655523.543551 yylex_token: end at WS
1774655523.543556 yylex_token: select-layout
1774655523.543563 yylex_token: end at WS
1774655523.543568 yylex_token: main-horizontal-mirrored
1774655523.543574 cmd_parse_build_commands 0:0: bind
1774655523.543579 cmd_parse_build_commands 0:1: -N
1774655523.543585 cmd_parse_build_commands 0:2: Set the main-horizontal-mirrored layout
1774655523.543590 cmd_parse_build_commands 0:3: M-6
1774655523.543596 cmd_parse_build_commands 0:4 0:0: select-layout
1774655523.543601 cmd_parse_build_commands 0:4 0:1: main-horizontal-mirrored
1774655523.543608 cmd_parse_build_commands 0:0: select-layout
1774655523.543614 cmd_parse_build_commands 0:1: main-horizontal-mirrored
1774655523.543621 args_parse_flags: next main-horizontal-mirrored
1774655523.543627 args_parse: flags end at 1 of 2
1774655523.543632 args_parse: 1 = main-horizontal-mirrored (type STRING)
1774655523.543641 cmd_parse_build_commands: select-layout main-horizontal-mirrored
1774655523.543647 args_parse_flags: next -N
1774655523.543653 args_parse_flag_argument: -N = Set the main-horizontal-mirrored layout
1774655523.543658 args_parse_flags: next M-6
1774655523.543664 args_parse: flags end at 3 of 5
